Lp.;Nr_umowy;Data poczatku okresu ubezpieczenia;Data konca okresu ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
1721;M10360137604;31.07.2021;30.07.2022;400000;TAK;Chryzantem 16;44-200;Rybnik;śląskie;Polska;1,2;
1722;M10360137904;15.08.2021;14.08.2022;450000;TAK;Nefrytowa 16;05-500;Piaseczno;mazowieckie;Polska;1,2;
1723;M1036016610;10.06.2021;09.06.2022;420000;TAK;Parkowa 45;05-083;Wólka;mazowieckie;Polska;1,2;
1724;M1036017210;24.06.2021;23.06.2022;400000;TAK;Os. Stare Żegrze 2;61-249;Poznań;wielkopolskie;Polska;1,2;
1725;M1036036510;18.06.2021;17.06.2022;285000;TAK;Jagiellońska 17;05-120;Legionowo;mazowieckie;Polska;1,2;
1726;M1036036610;18.06.2021;17.06.2022;350000;TAK;Nietuszyna 86c;98-311;Nietuszyna;łódzkie;Polska;1,2;
1727;M1036038710;24.05.2021;23.05.2022;370000;TAK;Artura Grottgera 4;60-757;Poznań;wielkopolskie;Polska;1,2;
1728;M1036079910;11.06.2021;10.06.2022;450000;TAK;Wilczak 18B;61-623;Poznań;wielkopolskie;Polska;1,2;
1729;M1036084410;11.06.2021;10.06.2022;200000;TAK;Wiejska 26-28;81-068;Gdynia;pomorskie;Polska;1,2;
1730;M1036096210;26.06.2021;25.06.2022;605000;TAK;Fasolowa 19a;02-482;Warszawa;mazowieckie;Polska;1,2;
1731;M1036110910;30.06.2021;29.06.2022;350000;TAK;1 Maja 77;90-755;Łódź;łódzkie;Polska;1,2;
1732;M1036142910;31.05.2021;30.05.2022;710000;TAK;Belgradzka 4;02-793;Warszawa;mazowieckie;Polska;1,2;
1733;M1036146010;11.06.2021;10.06.2022;250000;TAK;Kąpiele Wielkie 120;32-340;Kąpiele Wielkie;małopolskie;Polska;1,2;
1734;M1036147810;17.06.2021;16.06.2022;455000;TAK;Rumiankowa 17;13-200;Działdowo;warmińsko-mazurskie;Polska;1,2;
1735;M1036165110;11.06.2021;10.06.2022;805000;TAK;Kirasjerów 106;71-231;Szczecin;zachodniopomorskie;Polska;1,2;
1736;M1036181310;06.06.2021;05.06.2022;300000;TAK;Ogrodowa 10;05-552;Jastrzębiec;mazowieckie;Polska;1,2;
1737;M1036210010;17.06.2021;16.06.2022;170000;TAK;Jaśkiewicza 9;59-600;Lwówek Śląski;dolnośląskie;Polska;1,2;
1738;M1036210910;01.07.2021;30.06.2022;590000;TAK;Wesoła 8;05-840;Brwinów;mazowieckie;Polska;1,2;
1739;M1036290710;01.06.2021;31.05.2022;320000;TAK;Goławicka 9;03-550;Warszawa;mazowieckie;Polska;1,2;
1740;M10363426404;13.08.2021;12.08.2022;620000;TAK;Stefana Żeromskiego 17;17-300;Siemiatycze;podlaskie;Polska;1,2;
1741;M10363441004;23.08.2021;22.08.2022;850000;TAK;Zygmunta Krasińskiego 59;01-755;Warszawa;mazowieckie;Polska;1,2;
1742;M10363815004;01.08.2021;31.07.2022;410000;TAK;Fryderyka Chopina 74a;55-050;Sobótka;dolnośląskie;Polska;1,2;
1743;M10363819604;01.08.2021;31.07.2022;550000;TAK;Żelazowa Wola 11a;96-503;Żelazowa Wola;mazowieckie;Polska;1,2;
1744;M10363824504;09.08.2021;08.08.2022;380000;TAK;gen. Meriana C. Coopera 12a;01-315;Warszawa;mazowieckie;Polska;1,2;
1745;M10363984004;30.07.2021;29.07.2022;1030000;TAK;Zygmunta Krasińskiego 7;05-080;Izabelin C;mazowieckie;Polska;1,2;
1746;M10364125904;01.08.2021;31.07.2022;615000;TAK;Wolfganga Amadeusa Mozarta 3;31-232;Kraków;małopolskie;Polska;1,2;
1747;M10364152004;01.09.2021;31.08.2022;480000;TAK;Grunwaldzka 16a;69-220;Ośno Lubuskie;lubuskie;Polska;1,2;
1748;M10364153404;17.09.2021;16.09.2022;195000;TAK;Podrzeczna 40a;99-300;Kutno;łódzkie;Polska;1,2;
1749;M10364155804;07.08.2021;06.08.2022;260000;TAK;Jana Piekałkiewicza 5;00-710;Warszawa;mazowieckie;Polska;1,2;
1750;M10364156304;14.08.2021;13.08.2022;250000;TAK;Os. Jagiellonów 13a;67-400;Wschowa;lubuskie;Polska;1,2;
1751;M10364166004;01.08.2021;31.07.2022;720000;TAK;rtm. Witolda Pileckiego 110;02-781;Warszawa;mazowieckie;Polska;1,2;
1752;M10364168704;08.08.2021;07.08.2022;310000;TAK;Poetów 10C;03-147;Warszawa;mazowieckie;Polska;1,2;
1753;M10364515904;31.07.2021;30.07.2022;180000;TAK;Bolesława Orlińskiego 8;31-878;Kraków;małopolskie;Polska;1,2;
1754;M10366413204;11.08.2021;10.08.2022;280000;TAK;Wyzwolenia 114;44-237;Stanowice;śląskie;Polska;1,2;
1755;M1036690510;11.06.2021;10.06.2022;149000;TAK;Lisia 55;65-093;Zielona Góra;lubuskie;Polska;1,2;
1756;M1036698110;05.06.2021;04.06.2022;766000;TAK;Plac Thomasa Woodrowa Wilsona 4;01-626;Warszawa;mazowieckie;Polska;1,2;
1757;M1036699910;12.06.2021;11.06.2022;350000;TAK;Rokicińska 438;92-601;Łódź;łódzkie;Polska;1,2;
1758;M1036708810;11.06.2021;10.06.2022;175000;TAK;Kosciuszki 17;78-600;Wałcz;zachodniopomorskie;Polska;1,2;
1759;M10367202004;22.08.2021;21.08.2022;550000;TAK;Łysakowska 13;20-257;Lublin;lubelskie;Polska;1,2;
1760;M1036724010;18.06.2021;17.06.2022;175000;TAK;Armii Krajowej 3;21-010;Łęczna;lubelskie;Polska;1,2;
1761;M1036740610;17.06.2021;16.06.2022;50000;TAK;Marusarzówny 5b;84-300;Lębork;pomorskie;Polska;1,2;
1762;M10367555704;01.08.2021;31.07.2022;820000;TAK;Wólka Grodziska 43f;05-825;Wólka Grodziska;mazowieckie;Polska;1,2;
1763;M1036759510;16.06.2021;15.06.2022;250000;TAK;Czwartaków 10;44-100;Gliwice;śląskie;Polska;1,2;
1764;M1036763310;16.06.2021;15.06.2022;495000;TAK;Jedności Narodowej 191;50-303;Wrocław;dolnośląskie;Polska;1,2;
1765;M1036764210;12.06.2021;11.06.2022;120000;TAK;Bytomska 105;41-940;Piekary Śląskie;śląskie;Polska;1,2;
1766;M1036777310;16.06.2021;15.06.2022;630000;TAK;Czajki 14;32-615;Grojec;małopolskie;Polska;1,2;
1767;M1036783910;11.06.2021;10.06.2022;250000;TAK;Skąpe 113;66-213;Skąpe;lubuskie;Polska;1,2;
1768;M1036790010;31.05.2021;30.05.2022;750000;TAK;Ludwika Narbutta 83;02-524;Warszawa;mazowieckie;Polska;1,2;
1769;M1036807610;15.07.2021;14.07.2022;240000;TAK;Niekłańska 30;03-924;Warszawa;mazowieckie;Polska;1,2;
1770;M1036873310;28.06.2021;27.06.2022;250000;TAK;Berylowa 21;91-360;Łódź;łódzkie;Polska;1,2;
1771;M10369548704;01.08.2021;31.07.2022;280024;TAK;Sienkiewicza 6;12-230;Biała Piska;warmińsko-mazurskie;Polska;1,2;
1772;M10369549304;09.09.2021;08.09.2022;170000;TAK;Przedwiośnie 38;44-119;Gliwice;śląskie;Polska;1,2;
1773;M1037038510;01.07.2021;30.06.2022;490000;TAK;Szymona Askenazego 2;03-580;Warszawa;mazowieckie;Polska;1,2;
1774;M10371204204;31.07.2021;30.07.2022;315000;TAK;Bolesława Śmiałego 1;60-682;Poznań;wielkopolskie;Polska;1,2;
1775;M10371286004;05.08.2021;04.08.2022;369500;TAK;Wiosenna 5;05-091;Ząbki;mazowieckie;Polska;1,2;
1776;M10371287404;01.08.2021;31.07.2022;230000;TAK;św. Teresy od Dzieciątka Jezus 23A;91-348;Łódź;łódzkie;Polska;1,2;
1777;M10371287904;01.08.2021;31.07.2022;300000;TAK;Żyznów 983/4;38-100;Żyznów;podkarpackie;Polska;1,2;
1778;M10371553904;01.08.2021;31.07.2022;190000;TAK;Górnicza 6;26-605;Radom;mazowieckie;Polska;1,2;
1779;M10371562404;31.07.2021;30.07.2022;155000;TAK;Bałtycka 17b;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;
1780;M10371562504;31.07.2021;30.07.2022;510000;TAK;Startowa 3;60-408;Poznań;wielkopolskie;Polska;1,2;
1781;M10371887204;31.07.2021;30.07.2022;520000;TAK;Startowa 3A;60-408;Poznań;wielkopolskie;Polska;1,2;
1782;M10371917904;30.08.2021;29.08.2022;190000;TAK;Lutomierska 113;91-046;Łódź;łódzkie;Polska;1,2;
1783;M10371947104;21.08.2021;20.08.2022;390000;TAK;Zamkowa 3;03-890;Warszawa;mazowieckie;Polska;1,2;
1784;M1037251910;17.06.2021;16.06.2022;600000;TAK;Przy Parku 93;05-080;Lipków;mazowieckie;Polska;1,2;
1785;M1037253410;13.10.2021;12.10.2022;520000;TAK;Piękna 21;05-555;Wola Przypkowska;mazowieckie;Polska;1,2;
1786;M10372602704;31.07.2021;30.07.2022;590000;TAK;Biesiadna 6;05-077;Warszawa;mazowieckie;Polska;1,2;
1787;M1037296210;25.05.2021;24.05.2022;540000;TAK;Mieczysława Markowskiego 18;05-500;Piaseczno;mazowieckie;Polska;1,2;
1788;M1037297010;25.06.2021;24.06.2022;120000;TAK;Kościuszki 25;58-371;Boguszów-Gorce;dolnośląskie;Polska;1,2;
1789;M1037300510;12.06.2021;11.06.2022;160000;TAK;Czysta 7;26-600;Radom;mazowieckie;Polska;1,2;
1790;M1037300610;25.06.2021;24.06.2022;440000;TAK;Staromłyńska 20a;70-561;Szczecin;zachodniopomorskie;Polska;1,2;
1791;M1037313310;01.07.2021;30.06.2022;70000;TAK;Ostrobramska 104A;04-118;Warszawa;mazowieckie;Polska;1,2;
1792;M10373370304;01.08.2021;31.07.2022;215000;TAK;Stefana Ramułta 38;81-241;Gdynia;pomorskie;Polska;1,2;
1793;M1037355210;16.06.2021;15.06.2022;120000;TAK;Klaudyny 18;01-684;Warszawa;mazowieckie;Polska;1,2;
1794;M1037380110;08.08.2021;07.08.2022;110000;TAK;Stolarska 19A;81-173;Gdynia;pomorskie;Polska;1,2;
1795;M1037385010;01.06.2021;31.05.2022;366000;TAK;Dobosza 10;02-376;Warszawa;mazowieckie;Polska;1,2;
1796;M1037405410;21.06.2021;20.06.2022;150000;TAK;Jagiełły 41;59-330;Ścinawa;dolnośląskie;Polska;1,2;
1797;M1037405910;29.06.2021;28.06.2022;390000;TAK;Korfantego 37;44-186;Gierałtowice;śląskie;Polska;1,2;
1798;M1037415810;01.06.2021;31.05.2022;220000;TAK;Stroma 1;44-240;Żory;śląskie;Polska;1,2;
1799;M10374821304;08.09.2021;07.09.2022;181700;TAK;Śmiechowska 34a;84-200;Wejherowo;pomorskie;Polska;1,2;
1800;M1037516510;25.06.2021;24.06.2022;160000;TAK;Opolska 22;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;
1801;M1037530910;24.05.2021;23.05.2022;340000;TAK;Św. Bonifacego 75;02-936;Warszawa;mazowieckie;Polska;1,2;
1802;M10376103104;01.08.2021;31.07.2022;840000;TAK;Dębowa 9;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;
1803;M1037649610;27.06.2021;26.06.2022;225000;TAK;Beniowskiego 3;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;
1804;M1037659410;19.06.2021;18.06.2022;800000;TAK;Legii Wrzesińskiej 8;62-300;Września;wielkopolskie;Polska;1,2;
1805;M10376631904;12.08.2021;11.08.2022;525000;TAK;Ublinek 12;27-545;Ublinek;świętokrzyskie;Polska;1,2;
1806;M1037664210;01.06.2021;31.05.2022;320000;TAK;Rumiana 71;02-956;Warszawa;mazowieckie;Polska;1,2;
1807;M10376683004;01.08.2021;31.07.2022;950000;TAK;Witolda Lutosławskiego 8;05-807;Terenia;mazowieckie;Polska;1,2;
1808;M10376726304;29.08.2021;28.08.2022;270000;TAK;Główna 34;99-335;Witonia;łódzkie;Polska;1,2;
1809;M10376727204;02.08.2021;01.08.2022;380000;TAK;Różana 24;83-304;Tokary;pomorskie;Polska;1,2;
1810;M10376731004;15.10.2021;14.10.2022;120000;TAK;Norberta Barlickiego 40;50-313;Wrocław;dolnośląskie;Polska;1,2;
1811;M1037676910;01.06.2021;31.05.2022;190000;TAK;Kasztanowa 13b;72-415;Międzywodzie;zachodniopomorskie;Polska;1,2;
1812;M10377134904;01.08.2021;31.07.2022;180000;TAK;Ogrody 22;27-400;Ostrowiec Świętokrzyski;świętokrzyskie;Polska;1,2;
1813;M10377158204;01.08.2021;31.07.2022;285000;TAK;Jabłoniowa 15B;80-175;Gdańsk;pomorskie;Polska;1,2;
1814;M1037750810;01.06.2021;31.05.2022;370000;TAK;Suwalska 23;03-252;Warszawa;mazowieckie;Polska;1,2;
1815;M1037823410;20.06.2021;19.06.2022;430000;TAK;Kondratowicza Ludwika 63a;03-285;Warszawa;mazowieckie;Polska;1,2;
1816;M10378249104;01.08.2021;31.07.2022;407000;TAK;Tymiankowa 4;62-080;Rumianek;wielkopolskie;Polska;1,2;
1817;M10378355404;01.08.2021;31.07.2022;85000;TAK;Kazimierza Karasia 10;64-100;Leszno;wielkopolskie;Polska;1,2;
1818;M1037845710;25.06.2021;24.06.2022;59000;TAK;Betowena 11a;58-300;Wałbrzych;dolnośląskie;Polska;1,2;
1819;M10378971904;20.08.2021;19.08.2022;471000;TAK;Dębowa 8;64-115;Wilkowice;wielkopolskie;Polska;1,2;
1820;M10378980104;08.08.2021;07.08.2022;480000;TAK;Komorska 4;04-161;Warszawa;mazowieckie;Polska;1,2;
1821;M1037902510;29.06.2021;28.06.2022;240000;TAK;Waryńskiego 2;59-420;Bolków;dolnośląskie;Polska;1,2;
1822;M1037903110;29.06.2021;28.06.2022;100000;TAK;Reymonta 18;59-420;Bolków;dolnośląskie;Polska;1,2;
1823;M1037911110;20.06.2021;19.06.2022;450000;TAK;Graniczna 36;42-575;Strzyżowice;śląskie;Polska;1,2;
1824;M1037914710;15.06.2021;14.06.2022;150000;TAK;Mieczysława Karłowicza 19;41-506;Chorzów;śląskie;Polska;1,2;
1825;M1037926710;07.06.2021;06.06.2022;150000;TAK;Aspekt 63;01-904;Warszawa;mazowieckie;Polska;1,2;
1826;M10379311404;27.08.2021;26.08.2022;330000;TAK;Turkusowa 1;81-158;Gdynia;pomorskie;Polska;1,2;
1827;M1037935410;20.06.2021;19.06.2022;185000;TAK;Iwaszkiewicza 6;39-100;Ropczyce;podkarpackie;Polska;1,2;
1828;M1037938510;27.06.2021;26.06.2022;130000;TAK;Wojska Polskiego 6;05-101;Nowy Dwór Mazowiecki;mazowieckie;Polska;1,2;
1829;M10379718004;01.08.2021;31.07.2022;210000;TAK;Szeroka 7/11a;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;
1830;M1037976410;20.06.2021;19.06.2022;170000;TAK;Wojska Polskiego 7A;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;
1831;M10379866404;01.08.2021;31.07.2022;870000;TAK;Polna 5A;05-540;Ustanów;mazowieckie;Polska;1,2;
1832;M1038013210;25.06.2021;24.06.2022;240000;TAK;Sochaczewska 18;05-840;Brwinów;mazowieckie;Polska;1,2;
1833;M10380199904;08.08.2021;07.08.2022;90000;TAK;Emilii Plater 7;66-620;Gubin;lubuskie;Polska;1,2;
1834;M10380695304;01.08.2021;31.07.2022;300000;TAK;Stary Janków 6A;05-250;Stary Janków;mazowieckie;Polska;1,2;
1835;M1038086310;01.07.2021;30.06.2022;160000;TAK;Dantego Alighieri 7;01-914;Warszawa;mazowieckie;Polska;1,2;
1836;M10381247004;01.08.2021;31.07.2022;325000;TAK;Mazurska 44/46;93-149;Łódź;łódzkie;Polska;1,2;
1837;M10381261504;08.08.2021;07.08.2022;205000;TAK;Szkolna 4;06-120;Winnica;mazowieckie;Polska;1,2;
1838;M10381267604;10.09.2021;09.09.2022;550000;TAK;Ruczaj 4;30-409;Kraków;małopolskie;Polska;1,2;
1839;M10381268304;12.08.2021;11.08.2022;550000;TAK;Rozłucka 9;04-020;Warszawa;mazowieckie;Polska;1,2;
1840;M1038130110;01.06.2021;31.05.2022;640000;TAK;Gen. Józefa Hallera 249a;80-502;Gdańsk;pomorskie;Polska;1,2;
1841;M10381942304;01.08.2021;31.07.2022;280000;TAK;Budziszyńska 28b;54-434;Wrocław;dolnośląskie;Polska;1,2;
1842;M10382244904;14.08.2021;13.08.2022;350000;TAK;Wielkopolska 12;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;
1843;M10382246704;02.08.2021;01.08.2022;300000;TAK;Struga 29;11-500;Giżycko;warmińsko-mazurskie;Polska;1,2;
1844;M10382250104;02.08.2021;01.08.2022;390000;TAK;Sąsiedzka 74;93-330;Łódź;łódzkie;Polska;1,2;
1845;M10382611904;01.08.2021;31.07.2022;330000;TAK;Krakowska 4A;41-253;Czeladź;śląskie;Polska;1,2;
1846;M1038271810;27.06.2021;26.06.2022;875000;TAK;Stanisława Dubois 13;93-491;Łódź;łódzkie;Polska;1,2;
1847;M1038278110;01.06.2021;31.05.2022;720000;TAK;Komarnik 152;34-331;Świnna;śląskie;Polska;1,2;
1848;M1038279110;14.06.2021;13.06.2022;350000;TAK;Józefa Milcarka 24;21-500;Biała Podlaska;lubelskie;Polska;1,2;
1849;M1038288110;19.07.2021;18.07.2022;390000;TAK;Józefa Raciborskiego 15;62-800;Kalisz;wielkopolskie;Polska;1,2;
1850;M10382881204;01.08.2021;31.07.2022;160000;TAK;27 Stycznia 20;41-253;Czeladź;śląskie;Polska;1,2;
1851;M10382913704;25.08.2021;24.08.2022;170000;TAK;Wesoła 2;41-200;Sosnowiec;śląskie;Polska;1,2;
1852;M1038304710;27.06.2021;26.06.2022;95000;TAK;Bardowskiego 12;58-302;Wałbrzych;dolnośląskie;Polska;1,2;
1853;M1038311310;13.06.2021;12.06.2022;150000;TAK;Niepodległości 30;41-106;Siemianowice Śląskie;śląskie;Polska;1,2;
1854;M1038316610;27.06.2021;26.06.2022;185000;TAK;Przemysłowa 18a;91-704;Łódź;łódzkie;Polska;1,2;
1855;M10383209704;04.08.2021;03.08.2022;285000;TAK;Rakowska 12;02-237;Warszawa;mazowieckie;Polska;1,2;
1856;M1038327510;01.06.2021;31.05.2022;70000;TAK;Parkowa 24;78-300;Świdwin;zachodniopomorskie;Polska;1,2;
1857;M10383435704;01.08.2021;31.07.2022;330000;TAK;Łazienna 58;16-300;Augustów;podlaskie;Polska;1,2;
1858;M1038381210;10.06.2021;09.06.2022;140000;TAK;Zamkowa 4;44-160;Rudziniec;śląskie;Polska;1,2;
1859;M10384382904;05.08.2021;04.08.2022;283800;TAK;Konikowo 68h;76-024;Konikowo;zachodniopomorskie;Polska;1,2;
1860;M10384615604;20.08.2021;19.08.2022;860000;TAK;Jaśminowy Stok 42;80-177;Gdańsk;pomorskie;Polska;1,2;
1861;M10384621104;13.08.2021;12.08.2022;490000;TAK;Waleriana Łukasińskiego 4;93-172;Łódź;łódzkie;Polska;1,2;
1862;M1038480410;13.06.2021;12.06.2022;328000;TAK;Niewielka 29A;00-713;Warszawa;mazowieckie;Polska;1,2;
1863;M1038481010;18.06.2021;17.06.2022;160000;TAK;Gustawa Morcinka 16c;67-200;Głogów;dolnośląskie;Polska;1,2;
1864;M10385134004;02.08.2021;01.08.2022;245000;TAK;Zofii Nałkowskiej 5;01-886;Warszawa;mazowieckie;Polska;1,2;
1865;M1038527410;23.06.2021;22.06.2022;400000;TAK;Jelenia 28;54-242;Wrocław;dolnośląskie;Polska;1,2;
1866;M1038550310;27.06.2021;26.06.2022;1055000;TAK;Kujawska 2d;05-820;Piastów;mazowieckie;Polska;1,2;
1867;M1038554910;20.06.2021;19.06.2022;655000;TAK;Lipowa 2h;95-050;Konstantynów Łódzki;łódzkie;Polska;1,2;
1868;M10385610704;08.08.2021;07.08.2022;200000;TAK;Motycz 151a;21-030;Motycz;lubelskie;Polska;1,2;
1869;M10385618404;28.08.2021;27.08.2022;180000;TAK;Śródborze 7;27-530;Śródborze;świętokrzyskie;Polska;1,2;
1870;M1038565310;28.06.2021;27.06.2022;82000;TAK;26 marca 128;44-300;Wodzisław Śląski;śląskie;Polska;1,2;
1871;M1038565410;23.06.2021;22.06.2022;250000;TAK;Pleśniarowicza Jerzego 4;35-117;Rzeszów;podkarpackie;Polska;1,2;
1872;M1038565710;30.06.2021;29.06.2022;195000;TAK;Plac Zwycięstwa 1;56-400;Oleśnica;dolnośląskie;Polska;1,2;
1873;M1038568910;24.06.2021;23.06.2022;420000;TAK;Jeleniogórska 65;80-180;Gdańsk;pomorskie;Polska;1,2;
1874;M1038570510;26.05.2021;25.05.2022;700000;TAK;Jana Kilińskiego 30b;05-530;Góra Kalwaria;mazowieckie;Polska;1,2;
1875;M1038570810;10.06.2021;09.06.2022;110000;TAK;Lecha 7A;05-400;Otwock;mazowieckie;Polska;1,2;
1876;M1038572210;23.06.2021;22.06.2022;250000;TAK;Ziołowa 2;40-634;Katowice;śląskie;Polska;1,2;
1877;M1038630710;24.06.2021;23.06.2022;114000;TAK;Zielona 33;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;
1878;M1038633210;17.09.2021;16.09.2022;320000;TAK;Szeroka 3;86-022;Wudzyn;kujawsko-pomorskie;Polska;1,2;
1879;M1038640110;26.06.2021;25.06.2022;140000;TAK;Wołodyjowskiego Michała 1;63-900;Rawicz;wielkopolskie;Polska;1,2;
1880;M10386437204;01.08.2021;31.07.2022;425000;TAK;Łukowska 42;20-723;Lublin;lubelskie;Polska;1,2;
1881;M1038661710;12.06.2021;11.06.2022;135000;TAK;Os. Orłowiec 54;44-280;Rydułtowy;śląskie;Polska;1,2;
1882;M1038665810;25.06.2021;24.06.2022;160000;TAK;Sobieskiego 8;44-194;Knurów;śląskie;Polska;1,2;
1883;M1038670110;16.06.2021;15.06.2022;975600;TAK;Śląska 316;32-080;Zabierzów;małopolskie;Polska;1,2;
1884;M10387880404;14.08.2021;13.08.2022;155000;TAK;Łąkowa 8;16-205;Nowy Dwór;podlaskie;Polska;1,2;
1885;M10388794904;02.08.2021;01.08.2022;170000;TAK;Wioska 92;64-308;Wioska;wielkopolskie;Polska;1,2;
1886;M1038880610;14.07.2021;13.07.2022;485000;TAK;20 Stycznia 1920 r. 18;85-081;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;
1887;M1038888710;12.06.2021;11.06.2022;300000;TAK;Szosa lubicka 133c;87-100;Toruń;kujawsko-pomorskie;Polska;1,2;
1888;M1038889910;27.05.2021;26.05.2022;320000;TAK;Aleja Komisji Edukacji Narodowej 26;02-797;Warszawa;mazowieckie;Polska;1,2;
1889;M1038941610;25.06.2021;24.06.2022;300000;TAK;Chmieleniec 19;30-348;Kraków;małopolskie;Polska;1,2;
1890;M10389473904;11.08.2021;10.08.2022;310000;TAK;Pogodna 1;16-140;Korycin;podlaskie;Polska;1,2;
1891;M10389618404;10.09.2021;09.09.2022;180000;TAK;Osiedle Ułanów 1;06-400;Ciechanów;mazowieckie;Polska;1,2;
1892;M10389622904;02.08.2021;01.08.2022;603000;TAK;Hansa Poelziga 6;54-115;Wrocław;dolnośląskie;Polska;1,2;
1893;M10389624304;23.08.2021;22.08.2022;510000;TAK;Wielicka 75;30-552;Kraków;małopolskie;Polska;1,2;
1894;M10389627704;02.08.2021;01.08.2022;270000;TAK;Gen. Józefa Dowbor-Muśnickiego 2;85-793;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;
1895;M10389632504;10.08.2021;09.08.2022;156000;TAK;Michała Mostnika 7;76-200;Słupsk;pomorskie;Polska;1,2;
1896;M10389635804;07.08.2021;06.08.2022;210000;TAK;Warneńska 5B;80-288;Gdańsk;pomorskie;Polska;1,2;
1897;M10389636704;20.09.2021;19.09.2022;337000;TAK;Jabłoniowa 13B;80-175;Gdańsk;pomorskie;Polska;1,2;
1898;M1038973510;06.08.2021;05.08.2022;700000;TAK;Buchałów 36b;66-008;Świdnica;lubuskie;Polska;1,2;
1899;M10389925904;02.08.2021;01.08.2022;165000;TAK;ks. Józefa Fordona 3;16-200;Dąbrowa Białostocka;podlaskie;Polska;1,2;
1900;M10390041004;10.08.2021;09.08.2022;170000;TAK;gen. Władysława Sikorskiego 11;64-100;Leszno;wielkopolskie;Polska;1,2;
1901;M10390052004;03.08.2021;02.08.2022;320000;TAK;Kębłowo Nowowiejskie 19a;84-351;Kębłowo Nowowiejskie;pomorskie;Polska;1,2;
1902;M1039006710;10.06.2021;09.06.2022;120000;TAK;Czarnieckiego 6;05-120;Legionowo;mazowieckie;Polska;1,2;
1903;M1039034210;11.06.2021;10.06.2022;265000;TAK;Edwarda Raczyńskiego 26;62-020;Swarzędz;wielkopolskie;Polska;1,2;
1904;M1039038510;25.06.2021;24.06.2022;140000;TAK;Dunikowskiego 5A;41-707;Ruda Śląska;śląskie;Polska;1,2;
1905;M1039054910;15.06.2021;14.06.2022;220000;TAK;Klonowa 8;43-430;Skoczów;śląskie;Polska;1,2;
1906;M10390779204;02.08.2021;01.08.2022;400000;TAK;Niemstów 44K;59-323;Niemstów;dolnośląskie;Polska;1,2;
1907;M1039090210;11.06.2021;10.06.2022;500000;TAK;Matejki 41b;05-420;Józefów;mazowieckie;Polska;1,2;
1908;M10391046604;30.08.2021;29.08.2022;250000;TAK;Młyńska 21;46-024;Jełowa;opolskie;Polska;1,2;
1909;M1039116510;22.06.2021;21.06.2022;390000;TAK;Rusznikarska 14;31-261;Kraków;małopolskie;Polska;1,2;
1910;M1039118410;28.06.2021;27.06.2022;203000;TAK;Gryniów 5;62-020;Swarzędz;wielkopolskie;Polska;1,2;
1911;M1039119610;16.06.2021;15.06.2022;140000;TAK;Mickiewicza 10;43-502;Czechowice-Dziedzice;śląskie;Polska;1,2;
1912;M10391526504;23.08.2021;22.08.2022;342180;TAK;Narwik 25;01-471;Warszawa;mazowieckie;Polska;1,2;
1913;M10391774004;03.08.2021;02.08.2022;510000;TAK;Modlińska 3A;05-840;Brwinów;mazowieckie;Polska;1,2;
1914;M10391780704;02.08.2021;01.08.2022;270000;TAK;Kielecka 7;41-219;Sosnowiec;śląskie;Polska;1,2;
1915;M10391786304;02.08.2021;01.08.2022;288000;TAK;Kartuska 82;80-104;Gdańsk;pomorskie;Polska;1,2;
1916;M10391791804;19.08.2021;18.08.2022;650000;TAK;Światowida 49b;03-144;Warszawa;mazowieckie;Polska;1,2;
1917;M10391986104;02.08.2021;01.08.2022;530000;TAK;Marszałkowska 33b;05-822;Milanówek;mazowieckie;Polska;1,2;
1918;M1039277610;12.06.2021;11.06.2022;310000;TAK;Kpt. Antoniego Ledóchowskiego 7a;81-189;Gdynia;pomorskie;Polska;1,2;
1919;M10393031204;30.08.2021;29.08.2022;640000;TAK;Pólko 106;05-270;Nadma;mazowieckie;Polska;1,2;
1920;M10393201304;02.08.2021;01.08.2022;500000;TAK;Bystrzyca Nowa 48;23-107;Bystrzyca Nowa;lubelskie;Polska;1,2;
1921;M1039320810;11.06.2021;10.06.2022;275000;TAK;Oś.Pułanki 37;27-400;Ostrowiec Świętokrzyski;świętokrzyskie;Polska;1,2;
1922;M1039325910;11.06.2021;10.06.2022;170000;TAK;Dworcowa 23;05-860;Płochocin-Osiedle;mazowieckie;Polska;1,2;
1923;M10393702704;02.08.2021;01.08.2022;180000;TAK;Źródlana 7b;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;
1924;M10393911204;02.08.2021;01.08.2022;215000;TAK;Barbary 22;62-650;Kłodawa;wielkopolskie;Polska;1,2;
1925;M1039400610;30.05.2021;29.05.2022;340000;TAK;Strumykowa 29C;03-138;Warszawa;mazowieckie;Polska;1,2;
